scenario,node,lon,lat
OSM_LARGE,322,-3.193036,55.950037
OSM_LARGE,323,-3.193027,55.947706
OSM_LARGE,324,-3.193012,55.950032
OSM_LARGE,325,-3.193002,55.943535
OSM_LARGE,326,-3.192989,55.950026
OSM_LARGE,327,-3.192979,55.945118
OSM_LARGE,328,-3.192968,55.950019
OSM_LARGE,329,-3.19293,55.947987
OSM_LARGE,330,-3.192928,55.949998
OSM_LARGE,331,-3.192911,55.948404
OSM_LARGE,332,-3.192911,55.949986
OSM_LARGE,333,-3.192897,55.949973
OSM_LARGE,334,-3.192887,55.94996
OSM_LARGE,335,-3.192879,55.949946
OSM_LARGE,336,-3.192872,55.948345
OSM_LARGE,337,-3.192848,55.950057
OSM_LARGE,338,-3.192832,55.950062
OSM_LARGE,339,-3.192812,55.950066
OSM_LARGE,340,-3.192754,55.949567
OSM_LARGE,341,-3.192707,55.948082
OSM_LARGE,342,-3.192696,55.947592
OSM_LARGE,343,-3.192684,55.948045
OSM_LARGE,344,-3.192678,55.949427
OSM_LARGE,345,-3.192628,55.94934
OSM_LARGE,346,-3.192611,55.949311
OSM_LARGE,347,-3.192522,55.943569
OSM_LARGE,348,-3.192517,55.949452
OSM_LARGE,349,-3.192445,55.948105
OSM_LARGE,350,-3.192321,55.943729
OSM_LARGE,351,-3.192312,55.948812
OSM_LARGE,352,-3.19231,55.943671
OSM_LARGE,353,-3.192301,55.943626
OSM_LARGE,354,-3.192295,55.948785
OSM_LARGE,355,-3.192293,55.943585
OSM_LARGE,356,-3.192292,55.947469
OSM_LARGE,357,-3.192265,55.947497
OSM_LARGE,358,-3.192245,55.949491
OSM_LARGE,359,-3.192242,55.94835
OSM_LARGE,360,-3.192229,55.948674
OSM_LARGE,361,-3.192225,55.947528
OSM_LARGE,362,-3.192212,55.950131
OSM_LARGE,363,-3.192184,55.950132
OSM_LARGE,364,-3.19218,55.947553
OSM_LARGE,365,-3.192161,55.950126
OSM_LARGE,366,-3.192153,55.948199
OSM_LARGE,367,-3.192144,55.950114
OSM_LARGE,368,-3.192143,55.950683
OSM_LARGE,369,-3.192131,55.948164
OSM_LARGE,370,-3.192126,55.947573
OSM_LARGE,371,-3.192109,55.947412
OSM_LARGE,372,-3.192105,55.94521
OSM_LARGE,373,-3.192062,55.947591
OSM_LARGE,374,-3.192048,55.943719
