node_id,lon,lat
508,-3.1870920,55.9458240
509,-3.1870770,55.9453260
510,-3.1870760,55.9475690
511,-3.1870510,55.9459510
512,-3.1870470,55.9449430
513,-3.1870420,55.9449320
514,-3.1870410,55.9454610
515,-3.1870370,55.9457490
516,-3.1870270,55.9454440
517,-3.1870140,55.9454270
518,-3.1870090,55.9459600
519,-3.1869810,55.9473510
520,-3.1869790,55.9450570
521,-3.1869680,55.9453700
522,-3.1869610,55.9456440
523,-3.1869520,55.9462580
524,-3.1869520,55.9472970
525,-3.1869360,55.9453310
526,-3.1869350,55.9462620
527,-3.1869200,55.9447010
528,-3.1869150,55.9455760
529,-3.1869140,55.9475580
530,-3.1869040,55.9452920
531,-3.1869020,55.9449640
532,-3.1868770,55.9455210
533,-3.1868750,55.9474860
534,-3.1868750,55.9476650
535,-3.1868740,55.9462790
536,-3.1868690,55.9447100
537,-3.1868660,55.9459930
538,-3.1868630,55.9476640
539,-3.1868540,55.9454870
540,-3.1868520,55.9476630
541,-3.1868500,55.9456720
542,-3.1868400,55.9474140
543,-3.1868370,55.9476590
544,-3.1868260,55.9476530
545,-3.1868190,55.9476480
546,-3.1868130,55.9476420
547,-3.1868120,55.9447190
548,-3.1868040,55.9475760
549,-3.1867960,55.9476110
550,-3.1867800,55.9475800
551,-3.1867740,55.9453710
552,-3.1867660,55.9475040
553,-3.1867640,55.9447970
554,-3.1867540,55.9475850
555,-3.1867520,55.9447300
556,-3.1867420,55.9475080
557,-3.1867330,55.9473350
558,-3.1867310,55.9474360
559,-3.1867190,55.9475120
560,-3.1867170,55.9473380
561,-3.1867050,55.9474400
562,-3.1867030,55.9473430
563,-3.1866930,55.9473480
564,-3.1866860,55.9473530
565,-3.1866840,55.9474440
566,-3.1866800,55.9473600
567,-3.1866790,55.9473900
568,-3.1866760,55.9473670
569,-3.1866750,55.9473730
570,-3.1866750,55.9473790
571,-3.1866740,55.9448220
572,-3.1866700,55.9475990
573,-3.1866370,55.9479680
574,-3.1866310,55.9447500
575,-3.1866310,55.9448530
576,-3.1866200,55.9451460
577,-3.1866170,55.9448370
578,-3.1866170,55.9448570
579,-3.1865980,55.9474580
580,-3.1865610,55.9448720
581,-3.1865480,55.9448560
582,-3.1865210,55.9450150
583,-3.1865150,55.9463500
584,-3.1864790,55.9447770
585,-3.1864770,55.9479950
586,-3.1864740,55.9476320
587,-3.1864530,55.9463650
588,-3.1864510,55.9449210
589,-3.1864140,55.9475630
590,-3.1863970,55.9474920
591,-3.1862860,55.9447020
592,-3.1862790,55.9458170
593,-3.1860560,55.9471890
