u,v,length_m,lon_u,lat_u,lon_v,lat_v,speed_mps,congest_base
571,577,3.923,-3.1866740,55.9448220,-3.1866170,55.9448370,10.919400,0.250000
572,586,12.731,-3.1866700,55.9475990,-3.1864740,55.9476320,13.425547,0.125000
573,585,10.429,-3.1866370,55.9479680,-3.1864770,55.9479950,11.324538,0.125000
574,584,9.921,-3.1866310,55.9447500,-3.1864790,55.9447770,11.685713,0.250000
575,577,1.923,-3.1866310,55.9448530,-3.1866170,55.9448370,10.863333,0.250000
575,578,0.974,-3.1866310,55.9448530,-3.1866170,55.9448570,10.833550,0.250000
576,582,15.884,-3.1866200,55.9451460,-3.1865210,55.9450150,11.031323,0.250000
578,580,3.874,-3.1866170,55.9448570,-3.1865610,55.9448720,10.262810,0.250000
579,590,13.040,-3.1865980,55.9474580,-3.1863970,55.9474920,13.024581,0.125000
580,581,1.934,-3.1865610,55.9448720,-3.1865480,55.9448560,10.297428,0.250000
581,584,9.870,-3.1865480,55.9448560,-3.1864790,55.9447770,11.536500,0.250000
582,588,11.337,-3.1865210,55.9450150,-3.1864510,55.9449210,10.691349,0.250000
583,587,4.205,-3.1865150,55.9463500,-3.1864530,55.9463650,11.985039,0.125000
588,591,26.439,-3.1864510,55.9449210,-3.1862860,55.9447020,11.806571,0.125000
